Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Sub-Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,PPU Before Discount,Profit Margin,Dispatch time,Shipping Cost,"c_name, city, state",High / Low / Loss
2016-04-17,CA-2016-124800,2,Rick Wilson,Corporate,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC,Mesa,Arizona,West,2016-04-25,Standard Class,0.70,-48.00,-0.67,73.00,121.67,-0.66,8,10.67,Rick WilsonMesa,Loss
2016-04-17,CA-2016-124800,9,Rick Wilson,Corporate,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,Other,Mesa,Arizona,West,2016-04-25,Standard Class,0.70,-59.00,-0.77,77.00,28.52,-0.77,8,10.67,Rick WilsonMesa,Loss
2016-04-17,CA-2016-124800,4,Rick Wilson,Corporate,Petty Cash Envelope,Office Supplies,Paper,Other,Mesa,Arizona,West,2016-04-25,Standard Class,0.20,31.00,0.36,86.00,26.88,0.36,8,10.67,Rick WilsonMesa,Low
2016-04-17,CA-2016-124800,6,Rick Wilson,Corporate,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,Other,Mesa,Arizona,West,2016-04-25,Standard Class,0.20,-1.00,-0.01,120.00,25.00,-0.01,8,10.67,Rick WilsonMesa,Loss
2016-04-17,CA-2016-124800,5,Rick Wilson,Corporate,Samsung Rugby III,Technology,Phones,Samsung,Mesa,Arizona,West,2016-04-25,Standard Class,0.20,23.00,0.09,264.00,66.00,0.09,8,10.67,Rick WilsonMesa,High
2016-04-18,CA-2016-124800,4,Rick Wilson,Corporate,SAFCO Boltless Steel Shelving,Office Supplies,Storage,SAFCO,Mesa,Arizona,West,2016-04-25,Standard Class,0.20,-86.00,-0.24,364.00,113.75,-0.24,7,10.67,Rick WilsonMesa,Loss
2016-04-18,CA-2016-124891,3,Rick Hansen,Consumer,Xerox 212,Office Supplies,Paper,Xerox,New York City,New York,East,2016-04-18,Same Day,0.00,9.00,0.48,19.00,6.33,0.47,0,46.14,Rick HansenNew York City,Low
2016-04-18,CA-2016-124891,7,Rick Hansen,Consumer,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,Bevis,New York City,New York,East,2016-04-18,Same Day,0.40,-291.00,-0.27,"1,091.00",259.76,-0.27,0,46.14,Rick HansenNew York City,Loss
2016-04-18,CA-2016-124891,7,Rick Hansen,Consumer,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Plantronics,New York City,New York,East,2016-04-18,Same Day,0.00,762.00,0.33,"2,310.00",330.00,0.33,0,46.14,Rick HansenNew York City,High
2016-04-18,CA-2016-124919,7,Stephanie Phelps,Corporate,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,Southworth,San Jose,California,West,2016-04-21,First Class,0.00,26.00,0.45,58.00,8.29,0.45,3,23.12,Stephanie PhelpsSan Jose,Low
2016-04-18,CA-2016-124919,6,Stephanie Phelps,Corporate,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,Tenex,San Jose,California,West,2016-04-21,First Class,0.00,21.00,0.26,81.00,13.50,0.26,3,23.12,Stephanie PhelpsSan Jose,Low
2016-04-18,CA-2016-124919,4,Stephanie Phelps,Corporate,Xerox 1883,Office Supplies,Paper,Xerox,San Jose,California,West,2016-04-21,First Class,0.00,49.00,0.46,106.00,26.50,0.46,3,23.12,Stephanie PhelpsSan Jose,High
2016-04-18,CA-2016-124933,6,David Flashing,Consumer,Xerox 1906,Office Supplies,Paper,Xerox,New York City,New York,East,2016-04-24,Second Class,0.00,100.00,0.47,213.00,35.50,0.47,6,0.94,David FlashingNew York City,High
2016-04-18,CA-2016-124975,7,Michael Grace,Home Office,Hon Rectangular Conference Tables,Furniture,Tables,Hon,Aurora,Illinois,Central,2016-04-22,First Class,0.50,-526.00,-0.66,796.00,227.43,-0.66,4,21.33,Michael GraceAurora,Loss
2016-04-18,CA-2016-125066,2,Keith Dawkins,Corporate,Stackable Trays,Furniture,Furnishings,Other,Jackson,Mississippi,South,2016-04-22,Standard Class,0.00,2.00,0.32,6.00,3.00,0.33,4,13.85,Keith DawkinsJackson,Low
2016-04-18,CA-2016-125066,2,Keith Dawkins,Corporate,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,Boston,Jackson,Mississippi,South,2016-04-22,Standard Class,0.00,16.00,0.28,56.00,28.00,0.29,4,13.85,Keith DawkinsJackson,Low
2016-04-18,CA-2016-125178,2,Mary Zewe,Corporate,Staple magnet,Office Supplies,Storage,Staple magnet,Reading,Pennsylvania,East,2016-04-30,Standard Class,0.20,2.00,0.10,15.00,9.38,0.13,12,14.06,Mary ZeweReading,Low
2016-04-18,CA-2016-125185,2,Alan Haines,Corporate,36X48 HARDFLOOR CHAIRMAT,Furniture,Furnishings,Other,Bethlehem,Pennsylvania,East,2016-04-24,Second Class,0.20,-5.00,-0.16,34.00,21.25,-0.15,6,6.51,Alan HainesBethlehem,Loss
2016-04-18,CA-2016-125185,2,Alan Haines,Corporate,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,Other,Bethlehem,Pennsylvania,East,2016-04-24,Second Class,0.30,-7.00,-0.07,99.00,70.71,-0.07,6,6.51,Alan HainesBethlehem,Loss
2016-04-18,CA-2016-125234,3,Steve Nguyen,Home Office,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony,Los Angeles,California,West,2016-04-22,Standard Class,0.00,23.00,0.21,108.00,36.00,0.21,4,14.86,Steve NguyenLos Angeles,Low
2016-04-18,CA-2016-125234,3,Steve Nguyen,Home Office,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,Other,Los Angeles,California,West,2016-04-22,Standard Class,0.00,53.00,0.47,114.00,38.00,0.46,4,14.86,Steve NguyenLos Angeles,High
2016-04-18,CA-2016-125395,2,Laura Armstrong,Corporate,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony,Taylor,Michigan,Central,2016-04-27,Second Class,0.00,9.00,0.21,42.00,21.00,0.21,9,4.92,Laura ArmstrongTaylor,Low
2016-04-18,CA-2016-125416,9,Kelly Collister,Consumer,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,Logitech,Seattle,Washington,West,2016-04-18,Same Day,0.00,49.00,0.11,448.00,49.78,0.11,0,50.33,Kelly CollisterSeattle,High
2016-04-19,CA-2016-125423,2,Matt Collins,Consumer,Avery 513,Office Supplies,Labels,Avery,Los Angeles,California,West,2016-04-27,Second Class,0.00,5.00,0.46,10.00,5.00,0.50,8,6.70,Matt CollinsLos Angeles,Low
2016-04-19,CA-2016-125563,3,Patrick Ryan,Consumer,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,Executive Impressions,Tampa,Florida,South,2016-05-01,Standard Class,0.20,14.00,0.26,55.00,22.92,0.25,12,9.89,Patrick RyanTampa,Low
2016-04-20,CA-2016-125563,2,Patrick Ryan,Consumer,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,Executive Impressions,Tampa,Florida,South,2016-05-01,Standard Class,0.20,10.00,0.15,67.00,41.88,0.15,11,9.89,Patrick RyanTampa,Low
2016-04-20,CA-2016-125696,5,Nora Pelletier,Home Office,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,Pressboard,Wilson,North Carolina,South,2016-04-26,Standard Class,0.70,-5.00,-0.73,7.00,4.67,-0.71,6,12.09,Nora PelletierWilson,Loss
2016-04-20,CA-2016-125710,2,Brian Thompson,Consumer,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,Binney & Smith,Houston,Texas,Central,2016-04-21,Standard Class,0.20,1.00,0.16,3.00,1.88,0.33,1,11.99,Brian ThompsonHouston,Low
2016-04-20,CA-2016-125934,4,Skye Norling,Home Office,Eldon Pizzaz Desk Accessories,Furniture,Furnishings,Eldon,Paterson,New Jersey,East,2016-05-01,Standard Class,0.00,4.00,0.44,9.00,2.25,0.44,11,7.95,Skye NorlingPaterson,Low
2016-04-20,CA-2016-125934,3,Skye Norling,Home Office,Avery 503,Office Supplies,Labels,Avery,Paterson,New Jersey,East,2016-05-01,Standard Class,0.00,15.00,0.48,31.00,10.33,0.48,11,7.95,Skye NorlingPaterson,Low
2016-04-21,CA-2016-125934,6,Skye Norling,Home Office,Xerox 208,Office Supplies,Paper,Xerox,Paterson,New Jersey,East,2016-05-01,Standard Class,0.00,19.00,0.48,39.00,6.50,0.49,10,7.95,Skye NorlingPaterson,Low
2016-04-21,CA-2016-125934,4,Skye Norling,Home Office,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,Fellowes,Paterson,New Jersey,East,2016-05-01,Standard Class,0.00,30.00,0.27,111.00,27.75,0.27,10,7.95,Skye NorlingPaterson,Low
2016-04-21,CA-2016-125934,4,Skye Norling,Home Office,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,Ibico,Paterson,New Jersey,East,2016-05-01,Standard Class,0.00,96.00,0.46,210.00,52.50,0.46,10,7.95,Skye NorlingPaterson,High
2016-04-21,CA-2016-125976,5,Jamie Kunitz,Consumer,Xerox 1988,Office Supplies,Paper,Xerox,Arlington,Virginia,South,2016-04-29,Standard Class,0.00,70.00,0.45,155.00,31.00,0.45,8,5.39,Jamie KunitzArlington,High
2016-04-22,CA-2016-125976,12,Jamie Kunitz,Consumer,Cisco SPA301,Technology,Phones,Cisco,Arlington,Virginia,South,2016-04-29,Standard Class,0.00,562.00,0.30,"1,872.00",156.00,0.30,7,5.39,Jamie KunitzArlington,High
2016-04-22,CA-2016-126137,2,Bruce Stewart,Consumer,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,SAFCO,Los Angeles,California,West,2016-04-27,Standard Class,0.15,18.00,0.15,121.00,71.18,0.15,5,14.86,Bruce StewartLos Angeles,Low
2016-04-24,CA-2016-126186,4,George Bell,Corporate,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,Deflect-o,Aurora,Colorado,West,2016-04-29,First Class,0.20,4.00,0.16,25.00,7.81,0.16,5,21.33,George BellAurora,Low
2016-04-25,CA-2016-126347,2,Ashley Jarboe,Consumer,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,Accessories,Micro Innovations,Los Angeles,California,West,2016-04-30,Second Class,0.00,11.00,0.21,50.00,25.00,0.22,5,6.70,Ashley JarboeLos Angeles,Low
2016-04-25,CA-2016-126445,3,Ryan Akin,Consumer,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,Fellowes,Murrieta,California,West,2016-05-05,Standard Class,0.00,92.00,0.19,485.00,161.67,0.19,10,13.20,Ryan AkinMurrieta,High
2016-04-25,CA-2016-126466,2,Jesus Ocampo,Home Office,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,OIC,Roseville,California,West,2016-05-03,Standard Class,0.00,1.00,0.47,2.00,1.00,0.50,8,7.18,Jesus OcampoRoseville,Low
2016-04-25,CA-2016-126557,2,Rob Lucas,Consumer,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,Other,Chicago,Illinois,Central,2016-05-07,Second Class,0.80,-3.00,-1.55,2.00,5.00,-1.50,12,7.39,Rob LucasChicago,Loss
2016-04-25,CA-2016-126557,3,Rob Lucas,Consumer,Newell 32,Office Supplies,Art,Newell,Chicago,Illinois,Central,2016-05-07,Second Class,0.20,1.00,0.10,7.00,2.92,0.14,12,7.39,Rob LucasChicago,Low
2016-04-25,CA-2016-126557,1,Rob Lucas,Consumer,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,Other,Chicago,Illinois,Central,2016-05-07,Second Class,0.60,-2.00,-0.28,8.00,20.00,-0.25,12,7.39,Rob LucasChicago,Loss
2016-04-25,CA-2016-126557,2,Rob Lucas,Consumer,Geemarc AmpliPOWER60,Technology,Phones,Other,Chicago,Illinois,Central,2016-05-07,Second Class,0.20,17.00,0.11,148.00,92.50,0.11,12,7.39,Rob LucasChicago,Low
2016-04-26,CA-2016-126557,9,Rob Lucas,Consumer,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,Global,Chicago,Illinois,Central,2016-05-07,Second Class,0.30,-5.00,-0.01,384.00,60.95,-0.01,11,7.39,Rob LucasChicago,Loss
2016-04-26,CA-2016-126557,7,Rob Lucas,Consumer,Vtech CS6719,Technology,Phones,Other,Chicago,Illinois,Central,2016-05-07,Second Class,0.20,54.00,0.10,538.00,96.07,0.10,11,7.39,Rob LucasChicago,High
2016-04-26,CA-2016-126557,4,Rob Lucas,Consumer,GE 2-Jack Phone Line Splitter,Technology,Phones,GE,Chicago,Illinois,Central,2016-05-07,Second Class,0.20,49.00,0.07,659.00,205.94,0.07,11,7.39,Rob LucasChicago,High
2016-04-26,CA-2016-126669,2,Doug O'Connell,Consumer,Xerox 1886,Office Supplies,Paper,Xerox,Houston,Texas,Central,2016-05-05,Standard Class,0.20,27.00,0.35,77.00,48.13,0.35,9,11.99,Doug O'ConnellHouston,Low
2016-04-26,CA-2016-126697,4,Stuart Van,Corporate,Longer-Life Soft White Bulbs,Furniture,Furnishings,Other,Houston,Texas,Central,2016-04-28,First Class,0.60,-1.00,-0.30,5.00,3.13,-0.20,2,23.68,Stuart VanHouston,Loss
2016-04-26,CA-2016-126697,3,Stuart Van,Corporate,Hypercom P1300 Pinpad,Technology,Accessories,Other,Houston,Texas,Central,2016-04-28,First Class,0.20,32.00,0.21,151.00,62.92,0.21,2,23.68,Stuart VanHouston,Low
2016-04-26,CA-2016-126697,7,Stuart Van,Corporate,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,Other,Houston,Texas,Central,2016-04-28,First Class,0.20,118.00,0.13,946.00,168.93,0.12,2,23.68,Stuart VanHouston,High
2016-04-26,CA-2016-126725,5,Brian Stugart,Consumer,Xerox 203,Office Supplies,Paper,Xerox,San Diego,California,West,2016-04-30,Standard Class,0.00,16.00,0.48,32.00,6.40,0.50,4,14.30,Brian StugartSan Diego,Low
2016-04-26,CA-2016-126725,3,Brian Stugart,Consumer,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Advantus,San Diego,California,West,2016-04-30,Standard Class,0.00,15.00,0.42,37.00,12.33,0.41,4,14.30,Brian StugartSan Diego,Low
2016-04-26,CA-2016-126725,4,Brian Stugart,Consumer,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,DAX,San Diego,California,West,2016-04-30,Standard Class,0.00,29.00,0.36,81.00,20.25,0.36,4,14.30,Brian StugartSan Diego,Low
2016-04-27,CA-2016-126725,2,Brian Stugart,Consumer,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,Office Star,San Diego,California,West,2016-04-30,Standard Class,0.20,3.00,0.01,226.00,141.25,0.01,3,14.30,Brian StugartSan Diego,Low
2016-04-27,CA-2016-126725,5,Brian Stugart,Consumer,Carina Media Storage Towers in Natural & Black,Office Supplies,Storage,Carina,San Diego,California,West,2016-04-30,Standard Class,0.00,6.00,0.02,305.00,61.00,0.02,3,14.30,Brian StugartSan Diego,Low
2016-04-27,CA-2016-126725,4,Brian Stugart,Consumer,RCA ViSYS 25825 Wireless digital phone,Technology,Phones,RCA,San Diego,California,West,2016-04-30,Standard Class,0.20,52.00,0.13,416.00,130.00,0.13,3,14.30,Brian StugartSan Diego,High
2016-04-27,CA-2016-126725,7,Brian Stugart,Consumer,Fellowes Recycled Storage Drawers,Office Supplies,Storage,Fellowes,San Diego,California,West,2016-04-30,Standard Class,0.00,54.00,0.07,777.00,111.00,0.07,3,14.30,Brian StugartSan Diego,High
2016-04-27,CA-2016-126739,4,Justin Hirsh,Consumer,Global Highback Leather Tilter in Burgundy,Furniture,Chairs,Global,New York City,New York,East,2016-05-04,Second Class,0.10,22.00,0.07,328.00,91.11,0.07,7,0.94,Justin HirshNew York City,High
2016-04-28,CA-2016-126970,3,Theone Pippenger,Consumer,Acco Translucent Poly Ring Binders,Office Supplies,Binders,Acco,Naperville,Illinois,Central,2016-05-03,Standard Class,0.80,-4.00,-1.60,3.00,5.00,-1.33,5,9.19,Theone PippengerNaperville,Loss
2016-04-28,CA-2016-127019,7,Elpida Rittenbach,Corporate,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,Belkin,Colorado Springs,Colorado,West,2016-05-03,Standard Class,0.20,5.00,0.08,61.00,10.89,0.08,5,6.46,Elpida RittenbachColorado Springs,Low
2016-04-28,CA-2016-127110,6,Cathy Hwang,Home Office,Xerox 211,Office Supplies,Paper,Xerox,Philadelphia,Pennsylvania,East,2016-05-09,Standard Class,0.20,11.00,0.35,31.00,6.46,0.35,11,7.98,Cathy HwangPhiladelphia,Low
2016-04-28,CA-2016-127110,2,Cathy Hwang,Home Office,Tennsco Industrial Shelving,Office Supplies,Storage,Tennsco,Philadelphia,Pennsylvania,East,2016-05-09,Standard Class,0.20,-18.00,-0.23,78.00,48.75,-0.23,11,7.98,Cathy HwangPhiladelphia,Loss
2016-04-28,CA-2016-127173,3,Gene McClure,Consumer,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,Other,Oceanside,New York,East,2016-05-09,Standard Class,0.00,16.00,0.47,34.00,11.33,0.47,11,12.51,Gene McClureOceanside,Low
2016-04-29,CA-2016-127173,9,Gene McClure,Consumer,GBC Imprintable Covers,Office Supplies,Binders,GBC,Oceanside,New York,East,2016-05-09,Standard Class,0.20,29.00,0.36,79.00,10.97,0.37,10,12.51,Gene McClureOceanside,Low
2016-04-30,CA-2016-127173,7,Gene McClure,Consumer,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Technology,Machines,Ativa,Oceanside,New York,East,2016-05-09,Standard Class,0.00,296.00,0.47,630.00,90.00,0.47,9,12.51,Gene McClureOceanside,High
2016-04-30,CA-2016-127327,1,Pauline Webber,Corporate,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Global,Rome,New York,East,2016-05-07,Standard Class,0.10,15.00,0.17,91.00,101.11,0.16,7,7.92,Pauline WebberRome,Low
2016-04-30,CA-2016-127418,3,Jennifer Jackson,Consumer,Aluminum Screw Posts,Office Supplies,Binders,Other,Los Angeles,California,West,2016-05-07,First Class,0.20,14.00,0.38,37.00,15.42,0.38,7,18.39,Jennifer JacksonLos Angeles,Low
2016-04-30,CA-2016-127453,2,Jay Kimmel,Consumer,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Office Supplies,Appliances,Hoover,Philadelphia,Pennsylvania,East,2016-05-08,First Class,0.20,0.00,0.13,4.00,2.50,0.00,8,20.11,Jay KimmelPhiladelphia,Loss
2016-04-30,CA-2016-127453,4,Jay Kimmel,Consumer,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Office Supplies,Appliances,Fellowes,Philadelphia,Pennsylvania,East,2016-05-08,First Class,0.20,8.00,0.09,89.00,27.81,0.09,8,20.11,Jay KimmelPhiladelphia,Low
2016-04-30,CA-2016-127453,3,Jay Kimmel,Consumer,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,Philadelphia,Pennsylvania,East,2016-05-08,First Class,0.20,43.00,0.10,434.00,180.83,0.10,8,20.11,Jay KimmelPhiladelphia,High
2016-04-30,CA-2016-127481,5,Jonathan Doherty,Corporate,Xerox 1930,Office Supplies,Paper,Xerox,Las Vegas,Nevada,West,2016-05-06,Second Class,0.00,16.00,0.49,32.00,6.40,0.50,6,0.18,Jonathan DohertyLas Vegas,Low
2016-04-30,CA-2016-127481,2,Jonathan Doherty,Corporate,Xerox 1916,Office Supplies,Paper,Xerox,Las Vegas,Nevada,West,2016-05-06,Second Class,0.00,49.00,0.50,98.00,49.00,0.50,6,0.18,Jonathan DohertyLas Vegas,High
2016-04-30,CA-2016-127502,2,Meg Tillman,Consumer,Avery File Folder Labels,Office Supplies,Labels,Avery,San Francisco,California,West,2016-05-10,Standard Class,0.00,3.00,0.49,6.00,3.00,0.50,10,10.99,Meg TillmanSan Francisco,Low
2016-05-01,CA-2016-127509,3,Adam Shillingsburg,Consumer,Binder Posts,Office Supplies,Binders,Other,Springfield,Missouri,Central,2016-05-09,Standard Class,0.00,8.00,0.46,17.00,5.67,0.47,8,7.88,Adam ShillingsburgSpringfield,Low
2016-05-01,CA-2016-127509,3,Adam Shillingsburg,Consumer,Xerox 1978,Office Supplies,Paper,Xerox,Springfield,Missouri,Central,2016-05-09,Standard Class,0.00,8.00,0.49,17.00,5.67,0.47,8,7.88,Adam ShillingsburgSpringfield,Low
2016-05-01,CA-2016-127509,3,Adam Shillingsburg,Consumer,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Other,Springfield,Missouri,Central,2016-05-09,Standard Class,0.00,12.00,0.47,26.00,8.67,0.46,8,7.88,Adam ShillingsburgSpringfield,Low
2016-05-01,CA-2016-127509,7,Adam Shillingsburg,Consumer,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,Bevis,Springfield,Missouri,Central,2016-05-09,Standard Class,0.00,215.00,0.21,"1,024.00",146.29,0.21,8,7.88,Adam ShillingsburgSpringfield,High
2016-05-01,CA-2016-127544,1,Rob Dowd,Consumer,Logitech G600 MMO Gaming Mouse,Technology,Accessories,Logitech,Utica,New York,East,2016-05-05,Standard Class,0.00,29.00,0.36,80.00,80.00,0.36,4,8.87,Rob DowdUtica,Low
2016-05-01,CA-2016-127593,2,Duane Huffman,Home Office,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,Deflect-o,Quincy,Massachusetts,East,2016-05-01,Same Day,0.00,15.00,0.17,85.00,42.50,0.18,0,53.77,Duane HuffmanQuincy,Low
2016-05-01,CA-2016-127607,2,Joe Kamberova,Consumer,GBC Standard Plastic Binding Systems' Combs,Office Supplies,Binders,GBC,Carrollton,Texas,Central,2016-05-13,Standard Class,0.80,-4.00,-1.75,3.00,7.50,-1.33,12,10.20,Joe KamberovaCarrollton,Loss
2016-05-02,CA-2016-127607,9,Joe Kamberova,Consumer,Staples,Office Supplies,Fasteners,Other,Carrollton,Texas,Central,2016-05-13,Standard Class,0.20,6.00,0.33,19.00,2.64,0.32,11,10.20,Joe KamberovaCarrollton,Low
2016-05-02,CA-2016-127754,3,Cyma Kinney,Corporate,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,Office Star,Glendale,Arizona,West,2016-05-08,Standard Class,0.20,13.00,0.05,266.00,110.83,0.05,6,10.53,Cyma KinneyGlendale,Low
2016-05-03,CA-2016-127824,3,John Castell,Consumer,Eldon 100 Class Desk Accessories,Furniture,Furnishings,Eldon,Seattle,Washington,West,2016-05-10,Standard Class,0.00,3.00,0.32,10.00,3.33,0.30,7,7.00,John CastellSeattle,Low
2016-05-03,CA-2016-127824,3,John Castell,Consumer,Xerox 1903,Office Supplies,Paper,Xerox,Seattle,Washington,West,2016-05-10,Standard Class,0.00,9.00,0.49,18.00,6.00,0.50,7,7.00,John CastellSeattle,Low
2016-05-03,CA-2016-127824,2,John Castell,Consumer,Motorola L703CM,Technology,Phones,Motorola,Seattle,Washington,West,2016-05-10,Standard Class,0.20,16.00,0.06,250.00,156.25,0.06,7,7.00,John CastellSeattle,Low
2016-05-03,CA-2016-128013,3,Monica Federle,Corporate,OIC Stacking Trays,Furniture,Furnishings,OIC,New York City,New York,East,2016-05-08,Standard Class,0.00,4.00,0.44,10.00,3.33,0.40,5,10.09,Monica FederleNew York City,Low
2016-05-03,CA-2016-128013,3,Monica Federle,Corporate,Xerox 1885,Office Supplies,Paper,Xerox,New York City,New York,East,2016-05-08,Standard Class,0.00,69.00,0.48,144.00,48.00,0.48,5,10.09,Monica FederleNew York City,High
2016-05-03,CA-2016-128027,3,Christopher Martinez,Consumer,Fellowes Officeware Wire Shelving,Office Supplies,Storage,Fellowes,North Charleston,South Carolina,South,2016-05-11,Second Class,0.00,5.00,0.02,269.00,89.67,0.02,8,7.69,Christopher MartinezNorth Charleston,Low
2016-05-03,CA-2016-128083,3,Edward Becker,Corporate,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,Other,Plantation,Florida,South,2016-05-15,Standard Class,0.20,1.00,0.23,6.00,2.50,0.17,12,8.49,Edward BeckerPlantation,Low
